source_country,destination_country,corridor_volume_musd,fx_spread_bps,transfer_fee_percent,settlement_time_days,has_tax_treaty,tax_rate_percent,withholding_tax_amount_musd,compliance_regulatory_score,sovereign_geopolitical_score,volatility_index,market_infrastructure_score,tax_treaty_quality,currency_convertibility,capital_controls,payment_system_efficiency,network_depth,corridor_stability_score
Belgium,Nigeria,1.49,118.95,8.22,3.05,0,17.64,0.2628,54.07,56.54,14.92,41.46,38.98,0.397,0.257,0.041,0.573,27.92
Spain,Nigeria,3055.03,11.83,11.36,0.36,0,18.05,551.4329,45.48,41.36,45.5,31.78,11.03,0.062,0.782,0.007,0.655,47.67
Argentina,Philippines,8.09,91.76,0.68,28.01,0,22.95,1.8567,30.06,58.12,40.69,32.54,31.42,0.69,0.908,0.826,0.256,27.78
Thailand,Poland,0.16,266.31,7.24,10.92,0,15.03,0.024,51.3,50.07,29.75,59.86,65.99,0.939,0.858,0.631,0.09,34.36
Russia,United Arab Emirates,136.4,199.77,0.5,19.04,0,18.56,25.3158,35.22,67.1,58.81,43.85,37.74,0.465,0.416,0.738,0.096,38.37
Canada,Argentina,90.19,102.68,11.2,14.5,1,3.72,3.3551,73.15,62.69,24.98,48.01,59.94,0.862,0.729,0.183,0.268,39.73
Turkey,Indonesia,9146.92,152.16,11.75,28.72,0,23.12,2114.7679,76.58,48.38,44.59,44.9,38.85,0.606,0.529,0.455,0.586,54.69
Philippines,Malaysia,0.82,75.73,1.11,21.99,1,10.14,0.0831,45.8,89.31,54.14,37.76,53.5,0.104,0.424,0.133,0.374,18.98
Spain,Brazil,639802.09,127.6,4.93,23.99,1,9.49,60717.2183,30.18,60.94,27.58,46.46,41.14,0.147,0.077,0.568,0.478,65.1
France,Ireland,525.23,93.29,10.3,23.05,1,6.81,35.7682,29.19,62.46,26.64,51.45,42.14,0.596,0.501,0.652,0.622,46.23
Australia,Indonesia,4.78,5.62,5.68,24.29,1,23.31,1.1142,53.83,62.22,74.04,36.14,68.76,0.26,0.74,0.405,0.3,27.09
Poland,Thailand,378781.12,96.02,8.99,29.63,0,20.8,78786.473,45.32,63.44,31.75,56.0,43.82,0.102,0.812,0.956,0.629,66.9
Germany,Saudi Arabia,115.98,108.25,0.31,3.22,0,8.47,9.8235,43.49,64.08,62.98,55.8,42.88,0.995,0.86,0.554,0.889,43.29
Ireland,Netherlands,0.97,15.82,5.65,11.85,1,17.5,0.1697,72.41,50.1,18.59,44.22,50.23,0.476,0.842,0.718,0.354,29.63
Italy,Saudi Arabia,158.02,100.48,5.75,13.1,1,13.14,20.7638,32.2,60.85,52.67,31.06,32.84,0.469,0.72,0.673,0.103,34.93
Egypt,United Arab Emirates,670942.38,105.6,9.74,22.26,0,24.19,162300.9617,76.46,36.8,47.0,36.97,58.27,0.486,0.845,0.389,0.663,66.27
Netherlands,Canada,483.93,263.55,1.74,8.32,1,13.32,64.4595,62.23,56.49,55.53,66.57,46.85,0.038,0.447,0.323,0.896,53.23
Ireland,Malaysia,12357.85,226.22,4.1,5.11,1,12.51,1545.967,71.26,66.04,72.67,59.76,68.68,0.635,0.175,0.877,0.209,57.98
United Arab Emirates,Japan,0.26,71.1,6.3,8.08,1,19.01,0.0494,64.5,60.76,53.42,43.7,24.32,0.069,0.993,0.334,0.615,26.0
Mexico,China,0.14,22.57,4.38,0.67,0,27.13,0.038,43.05,63.64,68.19,55.17,16.45,0.219,0.508,0.804,0.805,29.72
Egypt,United Arab Emirates,340.58,115.24,3.52,15.87,1,18.66,63.5522,43.0,43.6,60.92,59.58,31.8,0.067,0.58,0.499,0.458,52.0
Vietnam,Spain,22735.93,139.56,3.87,10.46,1,4.45,1011.7489,49.71,54.42,37.96,40.84,50.74,0.624,0.574,0.751,0.192,54.5
France,Nigeria,36.02,224.84,1.02,29.21,1,20.45,7.3661,35.74,50.57,28.47,68.06,38.24,0.825,0.306,0.979,0.959,47.57
Russia,Singapore,148.65,264.23,10.72,13.61,0,12.05,17.9123,47.26,33.6,54.64,57.62,55.07,0.462,0.112,0.559,0.894,50.83
Switzerland,Malaysia,459081.56,118.31,8.76,18.75,0,22.51,103339.2592,55.18,69.7,35.07,77.25,52.46,0.969,0.17,0.376,0.538,74.71
India,Germany,327.15,143.63,5.96,20.62,0,22.12,72.3656,71.9,54.69,17.04,58.53,29.5,0.504,0.028,0.711,0.829,49.25
Mexico,United Kingdom,5133.88,36.22,1.35,19.91,0,19.69,1010.861,37.02,45.83,64.74,58.27,79.65,0.667,0.201,0.502,0.92,58.88
Mexico,Philippines,444.1,154.89,4.3,22.28,0,14.12,62.7069,60.76,79.04,49.62,47.51,41.04,0.407,0.014,0.864,0.072,40.85
South Africa,Brazil,0.84,272.36,11.19,15.32,1,12.16,0.1021,34.61,65.54,61.91,51.72,63.05,0.486,0.304,0.408,0.198,29.35
United Arab Emirates,Malaysia,1.36,189.96,3.27,6.15,0,13.69,0.1862,36.77,47.78,37.8,54.36,24.04,0.204,0.108,0.467,0.682,34.67
Malaysia,Egypt,48543.1,6.31,9.5,5.21,0,13.71,6655.259,53.93,50.67,34.36,49.41,41.41,0.88,0.838,0.018,0.752,60.87
Argentina,Switzerland,113269.67,296.15,2.64,23.81,0,10.73,12153.8356,36.12,53.47,51.47,36.28,85.54,0.673,0.72,0.067,0.335,57.51
Germany,Canada,0.45,279.38,6.13,2.36,1,3.45,0.0155,70.02,56.08,43.22,52.34,54.57,0.952,0.326,0.491,0.049,30.8
Saudi Arabia,United States,67331.89,149.72,2.78,18.99,0,7.69,5177.8223,59.53,54.56,26.16,40.26,71.46,0.806,0.784,0.456,0.067,57.38
Spain,Japan,9.73,257.02,3.65,16.25,0,9.0,0.8757,67.52,40.33,38.52,49.23,52.29,0.268,0.089,0.839,0.138,38.5
Singapore,Thailand,0.57,172.41,4.07,8.07,0,28.92,0.1648,51.64,70.39,48.67,50.54,87.45,0.409,0.395,0.343,0.34,27.44
United Kingdom,France,7622.14,180.33,8.7,22.34,0,10.21,778.2205,83.63,60.34,57.97,47.22,22.48,0.154,0.46,0.41,0.705,52.7
Argentina,Singapore,0.1,46.26,10.85,27.1,0,18.73,0.0187,65.79,53.96,23.96,42.21,60.86,0.224,0.774,0.001,0.641,26.37
Malaysia,Philippines,4125.42,101.16,9.71,25.17,0,17.23,710.8099,43.4,37.7,72.05,54.12,54.21,0.426,0.55,0.755,0.517,58.21
United Arab Emirates,China,20.59,294.4,1.81,17.69,0,27.05,5.5696,36.86,26.1,12.08,49.86,77.05,0.122,0.315,0.916,0.672,43.62
Argentina,Nigeria,429.9,281.76,3.24,13.23,0,23.21,99.7798,66.43,56.02,35.17,39.82,47.49,0.575,0.498,0.294,0.933,42.29
Brazil,Malaysia,2581.14,35.55,11.6,17.49,0,13.83,356.9717,58.78,36.31,61.33,54.95,36.3,0.729,0.228,0.419,0.468,57.46
Thailand,China,77768.47,159.46,11.27,26.89,0,24.53,19076.6057,41.82,62.28,45.01,48.92,44.87,0.1,0.197,0.623,0.684,59.72
Thailand,Turkey,370.34,263.85,5.77,10.45,1,13.51,50.0329,46.23,47.07,31.05,36.49,67.08,0.137,0.704,0.033,0.228,42.31
Argentina,Italy,42343.79,84.6,4.42,18.73,0,25.9,10967.0416,29.8,52.29,57.08,41.34,43.26,0.342,0.88,0.477,0.259,56.92
Switzerland,Italy,4.0,110.14,2.3,13.3,1,6.4,0.256,74.99,74.64,24.34,37.64,68.89,0.521,0.948,0.476,0.25,24.79
Germany,Italy,165.82,89.62,5.16,29.8,1,14.88,24.674,65.94,71.15,41.14,51.89,37.5,0.177,0.485,0.747,0.9,41.34
Nigeria,Poland,1113.23,77.04,7.56,26.57,0,13.03,145.0539,39.83,82.35,31.98,66.01,56.42,0.64,0.804,0.464,0.378,50.25
Thailand,China,10157.71,207.97,10.93,11.34,1,5.86,595.2418,75.28,57.68,69.19,43.5,57.03,0.752,0.695,0.123,0.611,52.58
Saudi Arabia,France,25307.69,215.25,2.27,28.88,0,23.84,6033.3533,68.17,51.85,51.86,51.92,31.9,0.278,0.843,0.916,0.086,59.75
Egypt,Malaysia,65.52,13.26,10.87,4.76,0,9.77,6.4013,56.44,75.24,44.83,38.78,62.57,0.714,0.654,0.525,0.173,32.62
Italy,Thailand,11.1,189.41,3.72,11.6,0,19.42,2.1556,57.18,60.78,25.3,38.26,40.5,0.244,0.852,0.967,0.152,30.37
Nigeria,Philippines,15.18,19.48,9.94,8.52,1,6.04,0.9169,44.11,69.26,45.79,46.43,29.2,0.388,0.235,0.274,0.837,32.78
India,Poland,2815.96,138.85,10.98,25.61,1,25.33,713.2827,46.6,35.23,70.65,35.07,33.65,0.79,0.183,0.104,0.262,49.98
Canada,Thailand,173163.31,44.56,3.88,2.18,0,20.66,35775.5398,64.61,68.53,26.65,43.47,62.08,0.153,0.211,0.835,0.461,58.61
India,Colombia,19572.5,186.88,4.62,5.07,0,20.97,4104.3533,70.7,31.68,36.82,62.19,68.04,0.575,0.317,0.866,0.695,67.15
Brazil,China,0.11,235.99,6.19,20.14,0,21.34,0.0235,59.0,32.21,54.22,43.85,44.71,0.166,0.965,0.712,0.279,31.4
Netherlands,Turkey,0.24,246.41,8.32,5.06,0,9.21,0.0221,34.0,51.21,87.95,51.02,74.5,0.84,0.482,0.154,0.731,30.79
United States,South Africa,3.74,12.76,5.05,7.64,0,15.29,0.5718,40.68,53.97,61.77,30.06,46.25,0.106,0.585,0.488,0.105,25.74
Netherlands,Russia,196.63,208.81,6.9,20.75,1,26.78,52.6575,41.93,47.01,63.06,34.32,41.45,0.487,0.208,0.005,0.135,39.63
Netherlands,Kenya,6.97,48.65,6.79,16.3,0,19.86,1.3842,54.85,49.57,25.79,56.96,38.28,0.402,0.137,0.132,0.918,38.88
Ireland,United Arab Emirates,3.31,223.47,5.24,12.01,0,8.74,0.2893,59.09,52.17,48.61,52.38,50.64,0.209,0.624,0.882,0.397,34.75
Malaysia,South Africa,1.84,242.71,10.07,26.39,1,3.74,0.0688,49.18,60.39,67.29,38.6,63.74,0.037,0.761,0.068,0.31,26.38
Spain,Kenya,417499.12,73.74,4.74,23.39,0,24.33,101577.5359,33.99,77.39,50.34,41.33,51.17,0.11,0.674,0.215,0.474,58.53
Canada,Portugal,4184.59,154.34,8.01,24.06,1,10.19,426.4097,36.51,37.48,58.42,69.45,66.18,0.714,0.449,0.694,0.549,64.43
Australia,China,88404.28,228.65,7.56,25.44,1,4.97,4393.6927,49.46,48.35,50.55,38.87,59.88,0.368,0.465,0.416,0.124,58.85
Ethiopia,United States,282.72,41.36,9.07,25.04,1,20.34,57.5052,35.42,39.21,57.66,44.79,48.9,0.051,0.423,0.159,0.411,46.43
Ireland,Portugal,4286.1,102.41,9.55,4.62,0,11.47,491.6157,66.91,69.16,64.81,45.54,75.96,0.408,0.824,0.901,0.461,48.6
Turkey,Kenya,233616.53,273.53,10.11,9.68,0,22.85,53381.3771,48.76,51.68,19.86,46.76,37.72,0.02,0.061,0.294,0.201,64.16
Ethiopia,Colombia,29.16,146.69,12.0,13.13,0,19.39,5.6541,54.93,57.5,55.73,45.33,49.24,0.569,0.607,0.487,0.719,36.49
China,Argentina,0.17,222.78,3.88,28.52,1,20.25,0.0344,46.06,57.03,52.55,39.43,45.86,0.158,0.653,0.107,0.71,24.82
Brazil,Philippines,235507.29,75.08,0.55,18.71,1,23.57,55509.0683,39.43,52.26,52.68,57.0,62.54,0.179,0.157,0.278,0.335,68.16
Portugal,Mexico,247978.23,142.58,8.05,10.97,0,29.18,72360.0475,27.68,62.18,57.29,39.07,41.01,0.332,0.372,0.735,0.666,59.15
China,Indonesia,0.18,122.55,6.01,23.94,1,23.22,0.0418,58.0,76.41,28.42,31.2,61.39,0.399,0.314,0.063,0.087,17.68
Argentina,Indonesia,0.34,177.58,5.8,15.63,1,23.03,0.0783,47.27,69.15,55.92,32.41,48.54,0.112,0.938,0.32,0.939,19.98
Spain,Turkey,1.14,46.64,10.19,23.73,1,21.47,0.2448,45.75,49.87,42.2,50.11,50.22,0.601,0.967,0.666,0.917,32.27
Australia,Singapore,181840.65,157.02,5.95,27.78,0,5.36,9746.6588,61.51,71.21,6.62,55.07,44.33,0.217,0.712,0.695,0.893,62.85
Egypt,Spain,501618.18,157.87,9.92,12.96,0,29.04,145669.9195,66.24,73.47,56.75,52.96,50.01,0.906,0.963,0.706,0.724,64.49
South Africa,Philippines,27623.58,20.21,9.86,8.02,1,15.8,4364.5256,27.04,36.02,34.74,59.46,47.43,0.687,0.495,0.851,0.919,66.19
Netherlands,Malaysia,88217.06,94.45,11.14,17.09,1,6.42,5663.5353,30.87,67.38,15.31,58.77,19.17,0.472,0.148,0.386,0.094,63.0
Nigeria,Indonesia,50489.69,280.07,4.48,7.54,1,22.23,11223.8581,62.29,38.26,40.69,46.87,36.87,0.639,0.515,0.015,0.612,62.45
Brazil,Indonesia,4468.16,181.38,9.76,28.56,1,5.55,247.9829,53.69,46.87,54.84,56.32,78.54,0.339,0.99,0.905,0.783,57.49
Portugal,United States,0.41,139.03,1.15,29.19,1,11.6,0.0476,59.03,46.02,34.36,45.3,49.89,0.643,0.697,0.736,0.124,29.91
Mexico,Colombia,99360.88,192.96,10.68,12.66,1,5.94,5902.0363,66.04,35.75,36.35,48.59,50.92,0.846,0.173,0.476,0.621,65.6
Netherlands,Japan,0.86,67.46,2.87,18.48,0,14.0,0.1204,70.33,38.52,44.83,54.73,45.79,0.344,0.093,0.227,0.378,35.98
Philippines,Poland,265.65,250.49,10.5,5.29,0,24.9,66.1469,49.14,57.55,47.77,55.21,51.64,0.88,0.576,0.34,0.131,46.75
Italy,Switzerland,70.98,256.39,8.61,21.12,1,8.64,6.1327,59.3,64.64,45.97,50.95,55.9,0.873,0.87,0.785,0.135,39.83
Ireland,Spain,17308.43,56.01,11.44,9.97,0,12.02,2080.4733,43.71,62.8,52.67,47.55,8.97,0.622,0.493,0.154,0.865,54.72
Australia,United States,33339.57,33.74,3.22,15.14,1,13.23,4410.8251,41.1,49.74,37.12,44.64,55.62,0.632,0.785,0.265,0.94,58.06
Brazil,Saudi Arabia,1.25,56.48,10.32,26.99,1,12.89,0.1611,49.98,50.48,40.73,44.41,51.47,0.465,0.743,0.759,0.235,30.02
Indonesia,Argentina,5740.09,151.82,2.71,27.1,0,25.82,1482.0912,55.35,39.19,28.09,40.49,33.39,0.075,0.895,0.085,0.66,53.42
Russia,Philippines,56.4,213.85,5.07,22.89,1,19.0,10.716,73.22,53.38,56.8,55.79,45.48,0.05,0.154,0.372,0.144,43.37
Thailand,Ethiopia,2.81,220.14,5.8,16.81,0,21.53,0.605,55.51,55.03,59.09,53.17,49.97,0.379,0.26,0.932,0.107,34.13
Argentina,Spain,57.71,92.94,2.83,26.02,0,6.59,3.8031,64.92,49.2,54.45,60.77,69.97,0.359,0.077,0.96,0.712,46.26
Portugal,Canada,0.43,223.56,4.49,25.91,0,22.2,0.0955,63.37,57.64,41.08,55.68,33.2,0.749,0.393,0.593,0.714,31.78
Brazil,Thailand,1831.84,182.39,1.33,8.77,0,28.52,522.4408,47.21,52.96,42.19,39.12,57.1,0.02,0.064,0.5,0.084,46.81
Germany,Belgium,7.27,211.61,7.82,1.89,1,14.29,1.0389,71.4,48.0,37.9,46.91,70.73,0.668,0.87,0.148,0.778,35.28
Egypt,Turkey,31.46,47.4,10.28,15.81,1,21.99,6.9181,57.86,43.02,41.29,61.97,33.47,0.36,0.034,0.923,0.123,46.26
United Arab Emirates,Belgium,667.29,280.72,5.87,12.09,1,16.84,112.3716,65.07,32.05,73.2,56.2,83.49,0.486,0.492,0.447,0.811,54.9
Thailand,South Africa,64644.68,236.81,3.69,22.88,0,10.85,7013.9478,70.11,63.65,52.89,50.09,77.49,0.92,0.17,0.485,0.207,59.38
Netherlands,Italy,0.22,289.27,1.56,8.69,1,2.78,0.0061,47.54,47.76,43.9,48.07,54.9,0.977,0.41,0.115,0.557,30.25
Egypt,Thailand,112.42,65.47,5.41,15.86,1,18.62,20.9326,63.45,67.39,36.34,52.14,41.59,0.958,0.723,0.32,0.339,41.08
Saudi Arabia,Turkey,117.52,51.55,1.87,15.23,1,11.38,13.3738,85.53,45.83,60.07,49.32,37.01,0.973,0.127,0.06,0.589,44.39
Australia,Argentina,4.08,100.01,4.5,0.97,0,11.93,0.4867,50.25,51.03,39.6,64.53,59.69,0.979,0.406,0.368,0.945,40.31
Poland,United States,982.32,299.27,2.05,5.58,0,27.91,274.1655,65.48,59.11,71.6,54.65,47.07,0.939,0.248,0.515,0.247,49.99
United States,Ethiopia,3994.17,298.75,6.14,9.78,1,12.63,504.4637,61.98,55.83,80.88,46.73,51.08,0.971,0.74,0.182,0.95,51.54
Belgium,China,26.27,118.81,0.39,18.63,0,15.63,4.106,36.98,77.74,45.71,64.42,64.89,0.717,0.59,0.671,0.304,39.79
South Africa,Ireland,44146.6,112.55,8.95,10.16,1,16.78,7407.7995,65.48,34.22,34.21,38.53,52.26,0.065,0.128,0.028,0.931,59.53
Spain,Egypt,140.79,263.84,6.77,4.67,1,11.8,16.6132,31.85,56.59,59.71,56.39,51.56,0.033,0.559,0.933,0.516,45.58
South Africa,Poland,57.9,104.11,5.08,28.03,1,22.72,13.1549,54.71,42.74,74.69,45.17,54.27,0.442,0.9,0.688,0.803,41.32
Portugal,Ireland,0.28,190.31,10.96,24.18,1,12.55,0.0351,71.32,28.36,31.4,37.47,57.96,0.467,0.95,0.523,0.119,30.03
France,Spain,2795.66,190.76,11.64,2.68,1,11.77,329.0492,41.86,51.45,37.16,44.36,33.37,0.406,0.892,0.79,0.624,50.43
Portugal,United Kingdom,276821.79,71.45,7.93,6.33,0,17.18,47557.9835,55.01,53.75,58.66,60.4,59.12,0.871,0.668,0.83,0.407,69.69
United Kingdom,Russia,31.53,179.55,11.39,16.46,1,17.43,5.4957,74.07,44.92,55.52,46.22,85.24,0.051,0.58,0.59,0.969,39.59
Poland,Ireland,0.52,268.53,2.91,18.8,1,6.25,0.0325,19.94,47.88,41.96,55.3,63.6,0.219,0.108,0.867,0.787,33.76
Ethiopia,Switzerland,261.8,112.34,6.75,18.93,1,25.93,67.8847,42.35,46.83,56.81,49.41,44.99,0.77,0.448,0.105,0.185,46.53
Portugal,Japan,1574.58,238.51,8.91,8.57,1,18.7,294.4465,62.56,45.02,31.54,35.77,58.23,0.189,0.548,0.165,0.899,46.62
India,Ethiopia,9.32,204.38,3.87,7.85,1,9.26,0.863,42.26,37.8,77.79,48.46,60.02,0.208,0.256,0.576,0.352,38.58
Indonesia,Japan,115850.97,105.08,4.54,27.08,0,11.85,13728.3399,84.9,36.38,46.15,31.26,45.61,0.489,0.936,0.247,0.155,58.99
Mexico,Argentina,10.96,265.22,4.16,15.2,0,26.11,2.8617,62.38,58.14,50.71,60.19,59.8,0.201,0.489,0.75,0.403,39.63
India,Spain,4.07,196.49,10.79,19.39,0,5.79,0.2357,37.37,64.52,55.71,61.5,42.27,0.534,0.189,0.728,0.512,36.4
Poland,India,1.27,129.9,6.55,26.06,0,25.91,0.3291,76.77,60.38,48.85,61.2,31.09,0.359,0.246,0.674,0.775,34.78
Brazil,Turkey,10234.6,109.2,3.62,1.14,0,29.72,3041.7231,45.43,66.7,56.41,53.34,19.86,0.146,0.958,0.337,0.955,54.73
Netherlands,United Kingdom,0.35,260.6,10.16,26.7,1,2.94,0.0103,48.24,57.93,52.56,39.84,55.11,0.05,0.533,0.674,0.164,25.22
Egypt,Kenya,793359.6,20.91,8.29,13.6,1,12.16,96472.5274,42.96,61.15,45.73,52.41,76.98,0.632,0.985,0.653,0.624,68.06
China,Germany,4.14,141.24,6.49,26.69,0,24.62,1.0193,33.88,49.56,59.87,53.38,35.38,0.951,0.893,0.506,0.402,36.18
Colombia,Poland,0.23,145.29,7.62,24.91,0,11.74,0.027,64.46,61.25,35.5,43.68,68.43,0.336,0.244,0.465,0.031,25.82
Australia,Argentina,33636.32,33.02,10.57,23.81,1,11.45,3851.3586,22.95,45.57,13.57,56.92,71.2,0.887,0.677,0.936,0.166,63.83
United Arab Emirates,Nigeria,0.35,119.38,3.46,22.82,1,6.19,0.0217,17.92,25.42,50.94,29.47,60.32,0.316,0.921,0.573,0.029,27.57
India,Spain,77.89,135.09,9.74,19.13,0,29.94,23.3203,46.17,48.84,36.52,33.28,78.27,0.527,0.757,0.423,0.169,36.19
Indonesia,Argentina,120.81,89.83,8.04,17.4,1,13.36,16.1402,34.48,76.39,57.68,69.15,53.32,0.316,0.465,0.595,0.714,46.29
Turkey,Canada,219.51,36.24,10.42,3.4,0,23.08,50.6629,46.44,37.9,73.66,55.04,38.91,0.923,0.47,0.001,0.41,50.06
Italy,United Arab Emirates,629.85,145.3,9.81,5.76,0,21.24,133.7801,73.95,59.5,38.73,48.48,77.5,0.532,0.857,0.162,0.938,46.16
Thailand,Malaysia,484316.74,129.46,0.34,1.91,0,26.3,127375.3026,73.95,44.31,40.5,48.8,58.66,0.123,0.87,0.707,0.842,68.56
Kenya,Italy,139171.66,199.37,11.32,4.33,0,28.81,40095.3552,54.42,58.65,42.82,51.57,17.11,0.941,0.809,0.919,0.423,63.19
Ethiopia,Netherlands,93.93,100.8,9.18,7.01,1,7.35,6.9039,35.07,48.13,66.59,51.55,61.5,0.224,0.674,0.757,0.012,44.18
United Kingdom,Kenya,560.66,175.1,8.28,9.64,1,18.47,103.5539,40.21,64.29,50.97,65.26,24.98,0.267,0.223,0.432,0.603,51.58
Portugal,Indonesia,1.24,285.59,10.07,2.3,1,7.79,0.0966,34.65,53.02,49.32,36.54,61.79,0.018,0.62,0.354,0.599,26.35
Portugal,Germany,518.16,136.84,2.01,11.95,0,10.14,52.5414,81.28,40.33,55.64,66.92,48.11,0.922,0.636,0.892,0.611,56.8
United Arab Emirates,Philippines,328.18,64.41,9.19,4.5,0,19.56,64.192,58.88,37.65,21.46,50.24,70.58,0.69,0.833,0.425,0.689,49.35
Russia,France,2.12,238.39,6.06,21.25,0,12.89,0.2733,71.63,46.44,38.69,41.9,34.99,0.238,0.481,0.616,0.143,30.77
Spain,Singapore,4381.49,254.84,4.09,28.57,0,19.37,848.6946,66.73,64.46,34.59,49.9,50.94,0.585,0.454,0.785,0.071,51.35
Italy,Canada,0.52,267.0,1.07,19.67,0,16.89,0.0878,64.29,48.46,55.35,34.46,37.06,0.104,0.211,0.033,0.484,25.3
Kenya,United Arab Emirates,387174.03,228.28,8.69,9.13,0,5.3,20520.2236,62.74,59.65,51.06,41.01,31.64,0.186,0.376,0.446,0.372,61.73
Argentina,Poland,12.92,215.74,6.62,23.6,0,9.93,1.283,71.81,35.94,18.17,34.32,37.62,0.169,0.842,0.015,0.321,34.16
Portugal,Belgium,0.82,65.32,3.31,21.71,0,5.69,0.0467,51.6,62.82,50.4,55.64,46.53,0.553,0.166,0.992,0.426,31.43
Turkey,Nigeria,16015.31,136.64,0.39,12.33,1,26.43,4232.8464,64.5,64.63,82.08,51.02,39.01,0.337,0.22,0.256,0.057,55.51
Colombia,India,26163.7,68.4,6.95,19.56,0,25.27,6611.567,80.68,42.52,17.2,60.72,49.97,0.974,0.299,0.36,0.789,65.24
Spain,Singapore,1068.4,183.74,4.16,26.73,1,16.96,181.2006,33.04,60.87,69.08,48.48,85.98,0.023,0.234,0.099,0.604,47.41
Vietnam,Poland,104206.26,281.57,9.02,8.33,1,18.87,19663.7213,83.87,54.15,65.98,67.92,39.15,0.636,0.904,0.42,0.798,69.79
Brazil,United Arab Emirates,0.66,121.1,6.08,9.48,0,29.52,0.1948,64.6,44.93,24.17,29.95,11.88,0.255,0.785,0.049,0.04,24.46
Vietnam,Russia,88061.0,79.32,5.65,15.85,0,29.19,25705.0059,55.66,63.73,30.1,40.73,45.44,0.061,0.966,0.089,0.507,56.51
Thailand,Malaysia,1.73,199.07,0.91,20.25,1,14.33,0.2479,50.72,66.44,57.0,65.13,52.41,0.804,0.857,0.833,0.102,35.67
Egypt,China,8019.0,40.88,5.61,14.15,0,29.09,2332.7271,55.9,55.59,52.57,36.79,34.87,0.308,0.941,0.088,0.799,49.63
Singapore,Saudi Arabia,390915.81,206.44,3.49,14.79,0,16.44,64266.5592,63.65,72.51,34.38,66.61,56.11,0.661,0.384,0.882,0.796,69.42
Ireland,Portugal,288.62,10.39,11.5,22.56,1,16.77,48.4016,54.35,48.48,55.58,55.52,59.18,0.855,0.455,0.435,0.458,48.92
United Arab Emirates,France,1313.08,182.41,10.75,4.91,1,18.16,238.4553,49.23,63.8,51.44,59.23,45.66,0.117,0.628,0.734,0.652,51.72
United Kingdom,Switzerland,97734.68,236.6,5.83,14.44,0,13.89,13575.3471,77.27,71.92,51.27,53.27,42.98,0.282,0.64,0.812,0.132,60.19
Ethiopia,Russia,445085.43,83.8,9.01,8.07,1,14.44,64270.3361,66.35,44.94,56.33,33.52,49.53,0.026,0.565,0.47,0.734,62.08
Japan,Kenya,52.91,101.46,6.19,16.69,0,18.88,9.9894,90.87,52.81,72.44,62.57,90.55,0.788,0.187,0.641,0.77,46.01
Netherlands,South Africa,6978.26,18.62,11.53,18.09,1,9.49,662.2369,55.02,49.88,24.55,40.06,41.45,0.193,0.68,0.174,0.607,51.67
Germany,Malaysia,97.64,145.55,0.93,18.75,0,16.96,16.5597,33.0,64.05,54.07,49.25,52.65,0.831,0.432,0.098,0.004,40.18
Malaysia,Australia,0.67,209.81,6.95,9.02,1,6.57,0.044,31.74,41.74,55.38,61.05,45.54,0.189,0.23,0.952,0.984,37.56
Russia,Japan,3.3,284.5,3.62,5.67,0,13.93,0.4597,88.15,56.69,46.21,46.03,41.78,0.325,0.735,0.79,0.684,31.3
Nigeria,Germany,64.15,110.54,11.4,9.9,0,16.09,10.3217,61.78,57.53,44.51,49.59,60.55,0.707,0.589,0.268,0.595,40.42
Mexico,Argentina,1.45,148.84,3.23,23.65,1,3.83,0.0555,53.28,59.9,46.19,40.5,57.79,0.744,0.486,0.264,0.704,26.81
Germany,Singapore,1465.52,242.32,3.14,20.65,1,27.31,400.2335,63.5,42.55,16.32,41.76,44.99,0.079,0.882,0.225,0.875,49.3
United Kingdom,Germany,812282.04,209.45,3.45,5.72,1,23.61,191779.7896,64.23,87.8,36.99,48.45,22.94,0.481,0.634,0.881,0.289,61.22
Ireland,China,272504.96,51.99,8.77,26.89,0,15.4,41965.7638,35.8,50.52,68.43,49.23,90.77,0.341,0.722,0.711,0.031,65.82
Spain,United Arab Emirates,0.38,98.17,3.06,2.1,0,13.2,0.0502,93.47,58.13,59.3,44.02,58.17,0.797,0.981,0.327,0.913,26.91
Japan,Italy,202.01,7.43,3.43,5.38,1,13.64,27.5542,67.79,53.34,77.58,26.86,61.52,0.159,0.777,0.097,0.056,35.46
Germany,Ethiopia,4990.57,259.53,4.38,14.7,0,23.45,1170.2887,76.79,51.27,70.56,39.01,28.41,0.766,0.749,0.347,0.044,50.0
Argentina,Portugal,4031.65,293.94,10.61,12.32,1,16.06,647.483,39.77,56.26,56.24,36.06,65.53,0.539,0.439,0.426,0.577,47.21
Colombia,Philippines,75.48,35.91,0.76,7.55,1,7.97,6.0158,26.13,74.33,42.57,42.18,72.77,0.913,0.554,0.103,0.625,34.56
United Kingdom,Mexico,98.88,43.71,1.29,21.78,0,10.81,10.6889,37.26,53.88,31.52,63.52,44.64,0.222,0.423,0.895,0.678,47.96
United Kingdom,Malaysia,1415.99,243.48,9.74,20.64,1,18.46,261.3918,58.57,53.7,11.52,48.29,68.1,0.559,0.038,0.403,0.649,49.59
Philippines,Turkey,159.86,71.81,4.59,10.11,1,11.52,18.4159,58.25,63.8,61.64,54.99,76.48,0.924,0.746,0.981,0.376,43.95
United Arab Emirates,Japan,1.76,262.56,4.44,24.15,0,11.71,0.2061,73.09,80.07,56.0,31.33,63.25,0.636,0.288,0.39,0.54,19.46
